DEMO_age,DEMO_gender,DEMO_identity_indigenous,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
64,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,Not Selected,NA
66,Presented but no response,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
20,Man,Not Selected,Not Selected,5
66,Woman,NA,Not Selected,NA
66,Woman,Not Selected,Not Selected,5
30,Man,Not Selected,Not Selected,6
53,Woman,NA,Not Selected,NA
40,Man,NA,Not Selected,NA
62,NA,NA,NA,NA
65,Man,NA,Not Selected,NA
62,NA,NA,NA,NA
70,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
31,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
62,Woman,Not Selected,Not Selected,3
33,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
35,Woman,Not Selected,Not Selected,NA
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
25,NA,NA,NA,NA
51,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
30,Man,NA,Not Selected,NA
22,Woman,NA,Not Selected,NA
18,NA,NA,NA,NA
NA,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
30,Woman,NA,Not Selected,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
46,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,6
86,Woman,NA,Not Selected,NA
84,Woman,NA,Not Selected,NA
59,Woman,Not Selected,Not Selected,9
57,NA,NA,NA,NA
60,NA,NA,NA,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
30,Woman,Not Selected,Not Selected,NA
68,NA,NA,NA,NA
75,Woman,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
30,Man,Not Selected,Not Selected,NA
39,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
26,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
64,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,6
22,Woman,NA,Not Selected,NA
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
53,Man,Not Selected,Not Selected,9
NA,NA,NA,NA,6
49,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,6
39,NA,NA,NA,NA
51,Woman,NA,Not Selected,NA
38,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
26,Man,Not Selected,Not Selected,5
64,NA,NA,NA,NA
27,NA,NA,NA,NA
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
51,Woman,Not Selected,Not Selected,6
37,Man,NA,Not Selected,NA
50,NA,NA,NA,NA
73,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
31,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
NA,NA,NA,NA,3
62,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
32,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
40,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
58,Woman,NA,Not Selected,NA
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
NA,NA,NA,NA,3
NA,NA,NA,NA,4
52,Man,Not Selected,Not Selected,3
48,NA,NA,NA,NA
31,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,NA,NA,NA,NA
74,NA,NA,NA,NA
29,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,Woman,Not Selected,Not Selected,9
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
65,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
29,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,Man,Not Selected,Not Selected,6
66,NA,NA,NA,NA
NA,NA,NA,NA,NA
84,NA,NA,NA,NA
65,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
54,NA,NA,NA,NA
75,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
70,NA,NA,NA,NA
37,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
80,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,Man,NA,Not Selected,NA
43,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
65,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
56,Woman,Not Selected,Not Selected,6
31,Presented but no response,NA,NA,NA
32,Non-binary,NA,Not Selected,NA
NA,NA,NA,NA,5
28,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
49,NA,NA,NA,NA
69,Woman,NA,Not Selected,NA
27,Man,NA,Not Selected,NA
33,Woman,NA,Not Selected,NA
63,Woman,Not Selected,Not Selected,9
60,Woman,Not Selected,Not Selected,3
67,NA,NA,NA,NA
31,Woman,Not Selected,Not Selected,8
82,Woman,NA,Not Selected,NA
NA,NA,NA,NA,4
NA,NA,NA,NA,5
42,Woman,Not Selected,Not Selected,4
71,Man,Not Selected,Not Selected,7
NA,NA,NA,NA,6
NA,NA,NA,NA,4
NA,NA,NA,NA,5
NA,NA,NA,NA,3
NA,NA,NA,NA,3
78,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
63,NA,NA,NA,NA
66,Man,Not Selected,Not Selected,NA
73,NA,NA,NA,NA
NA,NA,NA,NA,NA
75,NA,NA,NA,NA
76,Man,Not Selected,Not Selected,9
62,NA,NA,NA,NA
53,NA,NA,NA,NA
20,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
52,Man,Not Selected,Not Selected,NA
48,NA,NA,NA,NA
53,NA,NA,NA,NA
40,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
53,NA,NA,NA,NA
65,NA,NA,NA,NA
23,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
NA,NA,NA,NA,NA
24,Man,NA,Not Selected,NA
19,NA,NA,NA,NA
18,NA,NA,NA,NA
26,Woman,NA,Not Selected,NA
72,Man,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
43,Woman,Not Selected,Not Selected,9
54,Woman,Presented but no response,Presented but no response,NA
55,NA,NA,NA,NA
59,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",9
43,Woman,NA,Not Selected,NA
42,Woman,Not Selected,Not Selected,7
50,NA,NA,NA,NA
58,NA,NA,NA,NA
30,NA,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
20,Man,Not Selected,Not Selected,4
34,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
45,Woman,NA,Not Selected,NA
48,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
24,Woman,Not Selected,Not Selected,5
55,Man,NA,Not Selected,NA
27,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
56,Woman,NA,Not Selected,NA
43,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
40,Woman,NA,Not Selected,NA
29,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
26,Woman,Not Selected,Not Selected,NA
83,NA,NA,NA,NA
30,Woman,Not Selected,Not Selected,5
NA,NA,NA,NA,6
NA,NA,NA,NA,6
56,Woman,Not Selected,Not Selected,4
60,Woman,Not Selected,Not Selected,3
68,Woman,NA,Not Selected,NA
26,Man,NA,Not Selected,NA
71,NA,NA,NA,NA
32,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
20,Man,NA,Not Selected,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
62,Woman,Not Selected,Not Selected,5
63,Woman,Not Selected,Not Selected,5
60,Woman,NA,Not Selected,NA
45,NA,NA,NA,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,Man,Not Selected,Not Selected,6
18,NA,NA,NA,NA
85,Woman,NA,Not Selected,NA
NA,NA,NA,NA,3
NA,NA,NA,NA,3
73,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
NA,NA,NA,NA,NA
64,Man,NA,Not Selected,NA
33,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,8
NA,NA,NA,NA,5
22,Woman,Not Selected,Not Selected,5
57,Woman,NA,Not Selected,NA
40,Man,Not Selected,Not Selected,4
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
50,Woman,NA,Not Selected,NA
40,NA,NA,NA,NA
19,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
NA,NA,NA,NA,NA
49,NA,NA,NA,NA
20,NA,NA,NA,NA
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
58,Man,Not Selected,Not Selected,NA
73,Woman,NA,Not Selected,NA
42,NA,NA,NA,NA
36,Woman,NA,Not Selected,NA
67,Man,NA,Not Selected,NA
33,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
24,NA,NA,NA,NA
25,Presented but no response,NA,NA,NA
50,NA,NA,NA,NA
68,NA,NA,NA,NA
60,Woman,NA,Not Selected,NA
65,Woman,NA,Not Selected,NA
60,Woman,NA,Not Selected,NA
26,Woman,NA,Not Selected,NA
37,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,7
NA,NA,NA,NA,7
45,Man,Not Selected,Not Selected,NA
51,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,6
NA,NA,NA,NA,8
67,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
60,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
27,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
48,Woman,NA,Not Selected,NA
32,Woman,NA,Not Selected,NA
23,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
60,Woman,NA,Not Selected,NA
51,Man,NA,Not Selected,NA
65,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,7
NA,NA,NA,NA,3
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
56,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
25,Man,Not Selected,Not Selected,5
35,NA,NA,NA,NA
85,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
33,Woman,Not Selected,Not Selected,3
37,Woman,NA,Not Selected,NA
NA,NA,NA,NA,8
65,Man,Not Selected,Not Selected,3
22,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
55,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
44,NA,NA,NA,NA
22,Woman,NA,Not Selected,NA
58,NA,NA,NA,NA
33,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,NA,NA,NA,NA
62,Woman,NA,Not Selected,NA
49,NA,NA,NA,NA
51,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
71,Woman,NA,Not Selected,NA
25,Man,NA,Not Selected,NA
38,NA,NA,NA,NA
46,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
75,Woman,Not Selected,Not Selected,NA
NA,NA,NA,NA,9
27,NA,NA,NA,NA
40,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
69,Woman,NA,Not Selected,NA
71,Woman,Not Selected,Not Selected,4
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
26,NA,NA,NA,NA
42,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
20,Woman,Not Selected,Not Selected,6
22,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
25,Woman,NA,Not Selected,NA
35,Man,Not Selected,Not Selected,7
63,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
39,Woman,Not Selected,Not Selected,5
NA,NA,NA,NA,6
34,Presented but no response,NA,NA,NA
78,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
25,NA,NA,NA,NA
54,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
55,Man,Not Selected,Not Selected,5
49,NA,NA,NA,NA
67,Woman,Not Selected,Not Selected,8
48,Woman,NA,Not Selected,NA
65,Man,Not Selected,Not Selected,4
40,NA,NA,NA,NA
64,Woman,NA,Not Selected,NA
41,Man,Not Selected,Not Selected,4
32,Woman,NA,Not Selected,NA
23,Woman,Not Selected,Not Selected,7
23,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
35,Woman,Not Selected,Not Selected,5
51,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
71,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,Woman,NA,Not Selected,NA
44,NA,NA,NA,NA
59,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
21,Man,NA,Not Selected,NA
54,NA,NA,NA,NA
69,Woman,NA,Not Selected,NA
32,NA,NA,NA,NA
65,NA,NA,NA,NA
65,Woman,Not Selected,Not Selected,NA
NA,NA,NA,NA,3
68,Woman,Not Selected,Not Selected,3
45,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
24,Woman,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
74,Woman,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
34,Man,Not Selected,Not Selected,7
21,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
57,NA,NA,NA,NA
75,Man,NA,Not Selected,NA
34,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
27,Man,NA,Not Selected,NA
19,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
68,Woman,NA,Not Selected,NA
28,NA,NA,NA,NA
NA,NA,NA,NA,NA
47,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
65,Woman,NA,Not Selected,NA
38,Man,Not Selected,Not Selected,4
NA,NA,NA,NA,8
43,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
NA,NA,NA,NA,NA
55,NA,NA,NA,NA
89,Woman,NA,Not Selected,NA
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
58,Woman,NA,Not Selected,NA
25,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,NA,NA,NA,NA
82,Woman,Not Selected,Not Selected,5
NA,NA,NA,NA,3
NA,NA,NA,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,5
32,Man,Not Selected,Not Selected,7
69,NA,NA,NA,NA
32,Man,Not Selected,Not Selected,7
67,Woman,NA,Not Selected,NA
57,NA,NA,NA,NA
49,Woman,NA,Not Selected,NA
35,Woman,NA,Not Selected,NA
33,Man,NA,Not Selected,NA
30,Woman,Not Selected,Not Selected,6
57,NA,NA,NA,NA
31,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
49,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
63,Man,Presented but no response,Not Selected,3
23,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
86,NA,NA,NA,NA
36,Woman,NA,Not Selected,NA
55,Woman,NA,Not Selected,NA
57,Man,Not Selected,Not Selected,6
25,NA,NA,NA,NA
39,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
24,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
NA,NA,NA,NA,3
NA,NA,NA,NA,6
41,Woman,NA,Not Selected,NA
34,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
61,Man,NA,Not Selected,NA
72,NA,NA,NA,NA
51,NA,NA,NA,NA
75,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
50,Woman,NA,Not Selected,NA
62,NA,NA,NA,NA
19,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
58,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
21,NA,NA,NA,NA
60,Man,NA,Not Selected,NA
72,Woman,NA,Not Selected,NA
66,NA,NA,NA,NA
67,Man,Not Selected,Not Selected,NA
NA,NA,NA,NA,NA
66,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
41,Woman,NA,Not Selected,NA
55,Woman,NA,Not Selected,NA
53,Man,NA,Not Selected,NA
48,Woman,NA,Not Selected,NA
69,Woman,NA,Not Selected,NA
68,Man,NA,Not Selected,NA
60,NA,NA,NA,NA
66,Man,Not Selected,Not Selected,3
37,NA,NA,NA,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
28,Man,Not Selected,Not Selected,NA
61,Woman,Not Selected,Not Selected,NA
37,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
52,NA,NA,NA,NA
34,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
56,Woman,NA,Not Selected,NA
36,Man,Not Selected,Not Selected,NA
75,NA,NA,NA,NA
38,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
42,Woman,NA,Not Selected,NA
76,Woman,NA,Not Selected,NA
43,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
47,Woman,Not Selected,Not Selected,9
42,NA,NA,NA,NA
62,NA,NA,NA,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
24,Man,Not Selected,Not Selected,5
NA,Non-binary,Not Selected,Not Selected,NA
70,Woman,NA,Not Selected,NA
64,Non-binary,Not Selected,Not Selected,6
24,NA,NA,NA,NA
37,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
69,Woman,NA,Not Selected,NA
59,Man,NA,Not Selected,NA
29,Woman,NA,Not Selected,NA
57,Man,Not Selected,Not Selected,4
18,Man,NA,Not Selected,NA
29,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
60,Man,Not Selected,Not Selected,6
59,NA,NA,NA,NA
28,NA,NA,NA,NA
34,Woman,Not Selected,Not Selected,4
67,Woman,NA,Not Selected,NA
32,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
81,Woman,NA,Not Selected,NA
29,Man,Not Selected,Not Selected,4
23,Woman,NA,Not Selected,NA
16,Woman,Presented but no response,Not Selected,6
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
52,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
67,Woman,NA,Not Selected,NA
71,Woman,NA,Not Selected,NA
27,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
21,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,Not Selected,Not Selected,6
35,Woman,Not Selected,Not Selected,3
66,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
59,NA,NA,NA,NA
79,Man,Not Selected,Not Selected,9
39,NA,NA,NA,NA
30,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,7
NA,NA,NA,NA,5
76,Man,NA,Not Selected,NA
69,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
62,Woman,Not Selected,Not Selected,9
40,NA,NA,NA,NA
33,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
68,NA,NA,NA,NA
56,Woman,NA,Not Selected,NA
66,Woman,Not Selected,Not Selected,4
NA,NA,NA,NA,NA
NA,NA,NA,NA,4
64,Woman,Not Selected,Not Selected,NA
37,NA,NA,NA,NA
65,Woman,NA,Not Selected,NA
22,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
23,Woman,NA,Not Selected,NA
74,Woman,NA,Not Selected,NA
55,Woman,NA,Not Selected,NA
24,NA,NA,NA,NA
NA,NA,NA,NA,NA
43,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
29,Presented but no response,NA,NA,NA
32,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
50,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
55,Woman,NA,Not Selected,NA
25,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
67,Man,Not Selected,Not Selected,5
31,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
21,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Woman,NA,Not Selected,NA
26,Woman,NA,Not Selected,NA
38,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
41,Man,Not Selected,Not Selected,3
37,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
51,Woman,NA,Not Selected,NA
27,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
NA,NA,NA,NA,6
NA,NA,NA,NA,8
19,Woman,Not Selected,Not Selected,9
33,Woman,NA,Not Selected,NA
24,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
22,Woman,Not Selected,Not Selected,7
59,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,NA
60,NA,NA,NA,NA
71,Presented but no response,NA,Not Selected,NA
20,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
61,Man,NA,Not Selected,NA
40,NA,NA,NA,NA
28,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,3
NA,NA,NA,NA,3
45,Woman,Not Selected,Not Selected,3
34,Woman,NA,Not Selected,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,NA
18,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
58,Woman,NA,Not Selected,NA
74,NA,NA,NA,NA
26,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
66,Woman,NA,Not Selected,NA
54,NA,NA,NA,NA
NA,NA,NA,NA,3
63,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,NA
31,NA,NA,NA,NA
23,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,Woman,Not Selected,Not Selected,7
NA,NA,NA,NA,6
NA,NA,NA,NA,9
30,Man,NA,Not Selected,NA
28,NA,NA,NA,NA
47,NA,NA,NA,NA
75,Woman,NA,Not Selected,NA
NA,NA,NA,NA,9
NA,NA,NA,NA,9
18,Man,Not Selected,Not Selected,9
55,Woman,Not Selected,Not Selected,4
68,NA,NA,NA,NA
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
25,Man,Not Selected,Not Selected,4
35,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
61,Man,Not Selected,Not Selected,NA
41,NA,NA,NA,NA
34,Woman,NA,Not Selected,NA
26,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
76,Woman,NA,Not Selected,NA
70,Woman,Not Selected,Not Selected,7
59,Woman,Not Selected,Not Selected,5
37,Woman,NA,Not Selected,NA
60,NA,NA,NA,NA
45,NA,NA,NA,NA
77,Woman,NA,Not Selected,NA
54,Man,NA,Not Selected,NA
41,Woman,NA,Not Selected,NA
51,NA,NA,NA,NA
29,Man,NA,Not Selected,NA
51,Woman,NA,Not Selected,NA
67,Woman,NA,Not Selected,NA
33,NA,NA,NA,NA
69,NA,NA,NA,NA
70,Man,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
83,Woman,NA,Not Selected,NA
